CC number long form,CC number short form,Name,VC_numeric,VC_printed,Status
M114.01,M114.1,Epipterygium tozeri,204,H4,
M114.01,M114.1,Epipterygium tozeri,205,H5,
M114.01,M114.1,Epipterygium tozeri,206,H6,
M114.01,M114.1,Epipterygium tozeri,208,H8,
M114.01,M114.1,Epipterygium tozeri,209,H9,
M114.01,M114.1,Epipterygium tozeri,212,H12,
M114.01,M114.1,Epipterygium tozeri,220,H20,
M114.01,M114.1,Epipterygium tozeri,229,H29,
M114.01,M114.1,Epipterygium tozeri,234,H34,Bracketed
M114.01,M114.1,Epipterygium tozeri,237,H37,
M114.01,M114.1,Epipterygium tozeri,238,H38,
M114.01,M114.1,Epipterygium tozeri,239,H39,
M114.01,M114.1,Epipterygium tozeri,240,H40,
M114.01,M114.1,Epipterygium tozeri,300,C,
L059.01,L59.1,Eremonotus myriocarpus,42,42,
L059.01,L59.1,Eremonotus myriocarpus,48,48,
L059.01,L59.1,Eremonotus myriocarpus,49,49,
L059.01,L59.1,Eremonotus myriocarpus,69,69,Bracketed
L059.01,L59.1,Eremonotus myriocarpus,70,70,
L059.01,L59.1,Eremonotus myriocarpus,80,80,
L059.01,L59.1,Eremonotus myriocarpus,86,86,
L059.01,L59.1,Eremonotus myriocarpus,87,87,
L059.01,L59.1,Eremonotus myriocarpus,88,88,
L059.01,L59.1,Eremonotus myriocarpus,89,89,
L059.01,L59.1,Eremonotus myriocarpus,90,90,Bracketed
L059.01,L59.1,Eremonotus myriocarpus,91,91,Bracketed
L059.01,L59.1,Eremonotus myriocarpus,96,96,
L059.01,L59.1,Eremonotus myriocarpus,97,97,
L059.01,L59.1,Eremonotus myriocarpus,98,98,
L059.01,L59.1,Eremonotus myriocarpus,99,99,
L059.01,L59.1,Eremonotus myriocarpus,101,101,
L059.01,L59.1,Eremonotus myriocarpus,103,103,
L059.01,L59.1,Eremonotus myriocarpus,104,104,
L059.01,L59.1,Eremonotus myriocarpus,105,105,
L059.01,L59.1,Eremonotus myriocarpus,106,106,
L059.01,L59.1,Eremonotus myriocarpus,108,108,
L059.01,L59.1,Eremonotus myriocarpus,111,111,
L059.01,L59.1,Eremonotus myriocarpus,201,H1,
L059.01,L59.1,Eremonotus myriocarpus,202,H2,
L059.01,L59.1,Eremonotus myriocarpus,216,H16,
L059.01,L59.1,Eremonotus myriocarpus,227,H27,
L059.01,L59.1,Eremonotus myriocarpus,234,H34,
L059.01,L59.1,Eremonotus myriocarpus,240,H40,
M053.01,M53.1,Eucladium verticillatum,1,1,
M053.01,M53.1,Eucladium verticillatum,2,2,
M053.01,M53.1,Eucladium verticillatum,3,3,
M053.01,M53.1,Eucladium verticillatum,4,4,
M053.01,M53.1,Eucladium verticillatum,5,5,
M053.01,M53.1,Eucladium verticillatum,6,6,
M053.01,M53.1,Eucladium verticillatum,7,7,
M053.01,M53.1,Eucladium verticillatum,8,8,
M053.01,M53.1,Eucladium verticillatum,9,9,
M053.01,M53.1,Eucladium verticillatum,10,10,
M053.01,M53.1,Eucladium verticillatum,11,11,
M053.01,M53.1,Eucladium verticillatum,12,12,
M053.01,M53.1,Eucladium verticillatum,13,13,
M053.01,M53.1,Eucladium verticillatum,14,14,
M053.01,M53.1,Eucladium verticillatum,15,15,
M053.01,M53.1,Eucladium verticillatum,16,16,
M053.01,M53.1,Eucladium verticillatum,17,17,
M053.01,M53.1,Eucladium verticillatum,19,19,
M053.01,M53.1,Eucladium verticillatum,20,20,
M053.01,M53.1,Eucladium verticillatum,22,22,
M053.01,M53.1,Eucladium verticillatum,23,23,
M053.01,M53.1,Eucladium verticillatum,24,24,
M053.01,M53.1,Eucladium verticillatum,25,25,
M053.01,M53.1,Eucladium verticillatum,26,26,
M053.01,M53.1,Eucladium verticillatum,27,27,
M053.01,M53.1,Eucladium verticillatum,28,28,
M053.01,M53.1,Eucladium verticillatum,29,29,
M053.01,M53.1,Eucladium verticillatum,30,30,Bracketed
M053.01,M53.1,Eucladium verticillatum,32,32,
M053.01,M53.1,Eucladium verticillatum,33,33,
M053.01,M53.1,Eucladium verticillatum,34,34,
M053.01,M53.1,Eucladium verticillatum,35,35,
M053.01,M53.1,Eucladium verticillatum,36,36,
M053.01,M53.1,Eucladium verticillatum,37,37,
M053.01,M53.1,Eucladium verticillatum,38,38,
M053.01,M53.1,Eucladium verticillatum,39,39,
M053.01,M53.1,Eucladium verticillatum,40,40,
M053.01,M53.1,Eucladium verticillatum,41,41,
M053.01,M53.1,Eucladium verticillatum,42,42,
M053.01,M53.1,Eucladium verticillatum,43,43,
M053.01,M53.1,Eucladium verticillatum,44,44,
M053.01,M53.1,Eucladium verticillatum,45,45,
M053.01,M53.1,Eucladium verticillatum,46,46,
M053.01,M53.1,Eucladium verticillatum,47,47,
M053.01,M53.1,Eucladium verticillatum,48,48,Bracketed
M053.01,M53.1,Eucladium verticillatum,49,49,
M053.01,M53.1,Eucladium verticillatum,50,50,
M053.01,M53.1,Eucladium verticillatum,51,51,
M053.01,M53.1,Eucladium verticillatum,52,52,
M053.01,M53.1,Eucladium verticillatum,53,53,
M053.01,M53.1,Eucladium verticillatum,54,54,
M053.01,M53.1,Eucladium verticillatum,55,55,Bracketed
M053.01,M53.1,Eucladium verticillatum,56,56,
M053.01,M53.1,Eucladium verticillatum,57,57,
M053.01,M53.1,Eucladium verticillatum,58,58,
M053.01,M53.1,Eucladium verticillatum,59,59,
M053.01,M53.1,Eucladium verticillatum,60,60,
M053.01,M53.1,Eucladium verticillatum,61,61,
M053.01,M53.1,Eucladium verticillatum,62,62,
M053.01,M53.1,Eucladium verticillatum,63,63,
M053.01,M53.1,Eucladium verticillatum,64,64,
M053.01,M53.1,Eucladium verticillatum,65,65,
M053.01,M53.1,Eucladium verticillatum,66,66,
M053.01,M53.1,Eucladium verticillatum,67,67,
M053.01,M53.1,Eucladium verticillatum,68,68,
M053.01,M53.1,Eucladium verticillatum,69,69,
M053.01,M53.1,Eucladium verticillatum,70,70,
M053.01,M53.1,Eucladium verticillatum,71,71,
M053.01,M53.1,Eucladium verticillatum,72,72,
M053.01,M53.1,Eucladium verticillatum,73,73,
M053.01,M53.1,Eucladium verticillatum,74,74,
M053.01,M53.1,Eucladium verticillatum,75,75,
M053.01,M53.1,Eucladium verticillatum,76,76,
M053.01,M53.1,Eucladium verticillatum,77,77,
M053.01,M53.1,Eucladium verticillatum,78,78,
M053.01,M53.1,Eucladium verticillatum,79,79,
M053.01,M53.1,Eucladium verticillatum,80,80,
M053.01,M53.1,Eucladium verticillatum,81,81,
M053.01,M53.1,Eucladium verticillatum,82,82,
M053.01,M53.1,Eucladium verticillatum,83,83,
M053.01,M53.1,Eucladium verticillatum,84,84,
M053.01,M53.1,Eucladium verticillatum,85,85,
M053.01,M53.1,Eucladium verticillatum,86,86,
M053.01,M53.1,Eucladium verticillatum,87,87,
M053.01,M53.1,Eucladium verticillatum,88,88,
M053.01,M53.1,Eucladium verticillatum,89,89,
M053.01,M53.1,Eucladium verticillatum,90,90,
M053.01,M53.1,Eucladium verticillatum,91,91,
M053.01,M53.1,Eucladium verticillatum,93,93,
M053.01,M53.1,Eucladium verticillatum,94,94,
M053.01,M53.1,Eucladium verticillatum,95,95,
M053.01,M53.1,Eucladium verticillatum,97,97,
M053.01,M53.1,Eucladium verticillatum,98,98,
M053.01,M53.1,Eucladium verticillatum,99,99,
M053.01,M53.1,Eucladium verticillatum,100,100,
M053.01,M53.1,Eucladium verticillatum,101,101,
M053.01,M53.1,Eucladium verticillatum,102,102,
M053.01,M53.1,Eucladium verticillatum,103,103,
M053.01,M53.1,Eucladium verticillatum,104,104,
M053.01,M53.1,Eucladium verticillatum,105,105,
M053.01,M53.1,Eucladium verticillatum,106,106,
M053.01,M53.1,Eucladium verticillatum,107,107,
M053.01,M53.1,Eucladium verticillatum,108,108,
M053.01,M53.1,Eucladium verticillatum,109,109,
M053.01,M53.1,Eucladium verticillatum,110,110,
M053.01,M53.1,Eucladium verticillatum,111,111,
M053.01,M53.1,Eucladium verticillatum,112,112,
M053.01,M53.1,Eucladium verticillatum,201,H1,
M053.01,M53.1,Eucladium verticillatum,202,H2,
M053.01,M53.1,Eucladium verticillatum,203,H3,
M053.01,M53.1,Eucladium verticillatum,204,H4,
M053.01,M53.1,Eucladium verticillatum,205,H5,
M053.01,M53.1,Eucladium verticillatum,206,H6,
M053.01,M53.1,Eucladium verticillatum,207,H7,
M053.01,M53.1,Eucladium verticillatum,208,H8,
M053.01,M53.1,Eucladium verticillatum,209,H9,
M053.01,M53.1,Eucladium verticillatum,210,H10,
M053.01,M53.1,Eucladium verticillatum,211,H11,
M053.01,M53.1,Eucladium verticillatum,212,H12,
M053.01,M53.1,Eucladium verticillatum,213,H13,Bracketed
M053.01,M53.1,Eucladium verticillatum,214,H14,
M053.01,M53.1,Eucladium verticillatum,216,H16,
M053.01,M53.1,Eucladium verticillatum,217,H17,
M053.01,M53.1,Eucladium verticillatum,218,H18,
M053.01,M53.1,Eucladium verticillatum,219,H19,
M053.01,M53.1,Eucladium verticillatum,220,H20,
M053.01,M53.1,Eucladium verticillatum,221,H21,
M053.01,M53.1,Eucladium verticillatum,222,H22,
M053.01,M53.1,Eucladium verticillatum,223,H23,
M053.01,M53.1,Eucladium verticillatum,224,H24,
M053.01,M53.1,Eucladium verticillatum,225,H25,
M053.01,M53.1,Eucladium verticillatum,226,H26,Bracketed
M053.01,M53.1,Eucladium verticillatum,227,H27,
M053.01,M53.1,Eucladium verticillatum,228,H28,
M053.01,M53.1,Eucladium verticillatum,229,H29,
M053.01,M53.1,Eucladium verticillatum,230,H30,
M053.01,M53.1,Eucladium verticillatum,231,H31,
M053.01,M53.1,Eucladium verticillatum,233,H33,
M053.01,M53.1,Eucladium verticillatum,234,H34,
M053.01,M53.1,Eucladium verticillatum,235,H35,
M053.01,M53.1,Eucladium verticillatum,236,H36,
M053.01,M53.1,Eucladium verticillatum,237,H37,Bracketed
M053.01,M53.1,Eucladium verticillatum,238,H38,
M053.01,M53.1,Eucladium verticillatum,239,H39,
M053.01,M53.1,Eucladium verticillatum,240,H40,
M053.01,M53.1,Eucladium verticillatum,300,C,
M193.01,M193.1,Eurhynchiastrum diversifolium,26,26,Bracketed
M193.01,M193.1,Eurhynchiastrum diversifolium,89,89,
M193.01,M193.1,Eurhynchiastrum diversifolium,90,90,
M193.01,M193.1,Eurhynchiastrum diversifolium,92,92,
M193.01,M193.1,Eurhynchiastrum diversifolium,104,104,
M193.01,M193.1,Eurhynchiastrum diversifolium,240,H40,
M183.01,M183.1,Eurhynchium striatum,1,1,
M183.01,M183.1,Eurhynchium striatum,2,2,
M183.01,M183.1,Eurhynchium striatum,3,3,
M183.01,M183.1,Eurhynchium striatum,4,4,
M183.01,M183.1,Eurhynchium striatum,5,5,
M183.01,M183.1,Eurhynchium striatum,6,6,
M183.01,M183.1,Eurhynchium striatum,7,7,
M183.01,M183.1,Eurhynchium striatum,8,8,
M183.01,M183.1,Eurhynchium striatum,9,9,
M183.01,M183.1,Eurhynchium striatum,10,10,
M183.01,M183.1,Eurhynchium striatum,11,11,
M183.01,M183.1,Eurhynchium striatum,12,12,
M183.01,M183.1,Eurhynchium striatum,13,13,
M183.01,M183.1,Eurhynchium striatum,14,14,
M183.01,M183.1,Eurhynchium striatum,15,15,
M183.01,M183.1,Eurhynchium striatum,16,16,
M183.01,M183.1,Eurhynchium striatum,17,17,
M183.01,M183.1,Eurhynchium striatum,18,18,
M183.01,M183.1,Eurhynchium striatum,19,19,
M183.01,M183.1,Eurhynchium striatum,20,20,
M183.01,M183.1,Eurhynchium striatum,21,21,
M183.01,M183.1,Eurhynchium striatum,22,22,
M183.01,M183.1,Eurhynchium striatum,23,23,
M183.01,M183.1,Eurhynchium striatum,24,24,
M183.01,M183.1,Eurhynchium striatum,25,25,
M183.01,M183.1,Eurhynchium striatum,26,26,
M183.01,M183.1,Eurhynchium striatum,27,27,
M183.01,M183.1,Eurhynchium striatum,28,28,
M183.01,M183.1,Eurhynchium striatum,29,29,
M183.01,M183.1,Eurhynchium striatum,30,30,
M183.01,M183.1,Eurhynchium striatum,31,31,
M183.01,M183.1,Eurhynchium striatum,32,32,
M183.01,M183.1,Eurhynchium striatum,33,33,
M183.01,M183.1,Eurhynchium striatum,34,34,
M183.01,M183.1,Eurhynchium striatum,35,35,
M183.01,M183.1,Eurhynchium striatum,36,36,
M183.01,M183.1,Eurhynchium striatum,37,37,
M183.01,M183.1,Eurhynchium striatum,38,38,
M183.01,M183.1,Eurhynchium striatum,39,39,
M183.01,M183.1,Eurhynchium striatum,40,40,
M183.01,M183.1,Eurhynchium striatum,41,41,
M183.01,M183.1,Eurhynchium striatum,42,42,
M183.01,M183.1,Eurhynchium striatum,43,43,
M183.01,M183.1,Eurhynchium striatum,44,44,
M183.01,M183.1,Eurhynchium striatum,45,45,
M183.01,M183.1,Eurhynchium striatum,46,46,
M183.01,M183.1,Eurhynchium striatum,47,47,
M183.01,M183.1,Eurhynchium striatum,48,48,
M183.01,M183.1,Eurhynchium striatum,49,49,
M183.01,M183.1,Eurhynchium striatum,50,50,
M183.01,M183.1,Eurhynchium striatum,51,51,
M183.01,M183.1,Eurhynchium striatum,52,52,
M183.01,M183.1,Eurhynchium striatum,53,53,
M183.01,M183.1,Eurhynchium striatum,54,54,
M183.01,M183.1,Eurhynchium striatum,55,55,
M183.01,M183.1,Eurhynchium striatum,56,56,
M183.01,M183.1,Eurhynchium striatum,57,57,
M183.01,M183.1,Eurhynchium striatum,58,58,
M183.01,M183.1,Eurhynchium striatum,59,59,
M183.01,M183.1,Eurhynchium striatum,60,60,
M183.01,M183.1,Eurhynchium striatum,61,61,
M183.01,M183.1,Eurhynchium striatum,62,62,
M183.01,M183.1,Eurhynchium striatum,63,63,
M183.01,M183.1,Eurhynchium striatum,64,64,
M183.01,M183.1,Eurhynchium striatum,65,65,
M183.01,M183.1,Eurhynchium striatum,66,66,
M183.01,M183.1,Eurhynchium striatum,67,67,
M183.01,M183.1,Eurhynchium striatum,68,68,
M183.01,M183.1,Eurhynchium striatum,69,69,
M183.01,M183.1,Eurhynchium striatum,70,70,
M183.01,M183.1,Eurhynchium striatum,71,71,
M183.01,M183.1,Eurhynchium striatum,72,72,
M183.01,M183.1,Eurhynchium striatum,73,73,
M183.01,M183.1,Eurhynchium striatum,74,74,
M183.01,M183.1,Eurhynchium striatum,75,75,
M183.01,M183.1,Eurhynchium striatum,76,76,
M183.01,M183.1,Eurhynchium striatum,77,77,
M183.01,M183.1,Eurhynchium striatum,78,78,
M183.01,M183.1,Eurhynchium striatum,79,79,
M183.01,M183.1,Eurhynchium striatum,80,80,
M183.01,M183.1,Eurhynchium striatum,81,81,
M183.01,M183.1,Eurhynchium striatum,82,82,
M183.01,M183.1,Eurhynchium striatum,83,83,
M183.01,M183.1,Eurhynchium striatum,84,84,
M183.01,M183.1,Eurhynchium striatum,85,85,
M183.01,M183.1,Eurhynchium striatum,86,86,
M183.01,M183.1,Eurhynchium striatum,87,87,
M183.01,M183.1,Eurhynchium striatum,88,88,
M183.01,M183.1,Eurhynchium striatum,89,89,
M183.01,M183.1,Eurhynchium striatum,90,90,
M183.01,M183.1,Eurhynchium striatum,91,91,
M183.01,M183.1,Eurhynchium striatum,92,92,
M183.01,M183.1,Eurhynchium striatum,93,93,
M183.01,M183.1,Eurhynchium striatum,94,94,
M183.01,M183.1,Eurhynchium striatum,95,95,
M183.01,M183.1,Eurhynchium striatum,96,96,
M183.01,M183.1,Eurhynchium striatum,97,97,
M183.01,M183.1,Eurhynchium striatum,98,98,
M183.01,M183.1,Eurhynchium striatum,99,99,
M183.01,M183.1,Eurhynchium striatum,100,100,
M183.01,M183.1,Eurhynchium striatum,101,101,
M183.01,M183.1,Eurhynchium striatum,102,102,
M183.01,M183.1,Eurhynchium striatum,103,103,
M183.01,M183.1,Eurhynchium striatum,104,104,
M183.01,M183.1,Eurhynchium striatum,105,105,
M183.01,M183.1,Eurhynchium striatum,106,106,
M183.01,M183.1,Eurhynchium striatum,107,107,
M183.01,M183.1,Eurhynchium striatum,108,108,
M183.01,M183.1,Eurhynchium striatum,109,109,
M183.01,M183.1,Eurhynchium striatum,110,110,
M183.01,M183.1,Eurhynchium striatum,111,111,
M183.01,M183.1,Eurhynchium striatum,112,112,
M183.01,M183.1,Eurhynchium striatum,201,H1,
M183.01,M183.1,Eurhynchium striatum,202,H2,
M183.01,M183.1,Eurhynchium striatum,203,H3,
M183.01,M183.1,Eurhynchium striatum,204,H4,
M183.01,M183.1,Eurhynchium striatum,205,H5,
M183.01,M183.1,Eurhynchium striatum,206,H6,
M183.01,M183.1,Eurhynchium striatum,207,H7,
M183.01,M183.1,Eurhynchium striatum,208,H8,
M183.01,M183.1,Eurhynchium striatum,209,H9,
M183.01,M183.1,Eurhynchium striatum,210,H10,
M183.01,M183.1,Eurhynchium striatum,211,H11,
M183.01,M183.1,Eurhynchium striatum,212,H12,
M183.01,M183.1,Eurhynchium striatum,213,H13,
M183.01,M183.1,Eurhynchium striatum,214,H14,
M183.01,M183.1,Eurhynchium striatum,215,H15,
M183.01,M183.1,Eurhynchium striatum,216,H16,
M183.01,M183.1,Eurhynchium striatum,217,H17,
M183.01,M183.1,Eurhynchium striatum,218,H18,
M183.01,M183.1,Eurhynchium striatum,219,H19,
M183.01,M183.1,Eurhynchium striatum,220,H20,
M183.01,M183.1,Eurhynchium striatum,221,H21,
M183.01,M183.1,Eurhynchium striatum,222,H22,
M183.01,M183.1,Eurhynchium striatum,223,H23,
M183.01,M183.1,Eurhynchium striatum,224,H24,
M183.01,M183.1,Eurhynchium striatum,225,H25,
M183.01,M183.1,Eurhynchium striatum,226,H26,
M183.01,M183.1,Eurhynchium striatum,227,H27,
M183.01,M183.1,Eurhynchium striatum,228,H28,
M183.01,M183.1,Eurhynchium striatum,229,H29,
M183.01,M183.1,Eurhynchium striatum,230,H30,
M183.01,M183.1,Eurhynchium striatum,231,H31,
M183.01,M183.1,Eurhynchium striatum,232,H32,
M183.01,M183.1,Eurhynchium striatum,233,H33,
M183.01,M183.1,Eurhynchium striatum,234,H34,
M183.01,M183.1,Eurhynchium striatum,235,H35,
M183.01,M183.1,Eurhynchium striatum,236,H36,
M183.01,M183.1,Eurhynchium striatum,237,H37,
M183.01,M183.1,Eurhynchium striatum,238,H38,
M183.01,M183.1,Eurhynchium striatum,239,H39,
M183.01,M183.1,Eurhynchium striatum,240,H40,
M183.01,M183.1,Eurhynchium striatum,300,C,
M032.17,M32.17,Fissidens adianthoides,1,1,
M032.17,M32.17,Fissidens adianthoides,2,2,
M032.17,M32.17,Fissidens adianthoides,3,3,
M032.17,M32.17,Fissidens adianthoides,4,4,
M032.17,M32.17,Fissidens adianthoides,5,5,
M032.17,M32.17,Fissidens adianthoides,6,6,
M032.17,M32.17,Fissidens adianthoides,7,7,
M032.17,M32.17,Fissidens adianthoides,8,8,
M032.17,M32.17,Fissidens adianthoides,9,9,
M032.17,M32.17,Fissidens adianthoides,10,10,
M032.17,M32.17,Fissidens adianthoides,11,11,
M032.17,M32.17,Fissidens adianthoides,12,12,
M032.17,M32.17,Fissidens adianthoides,13,13,
M032.17,M32.17,Fissidens adianthoides,14,14,
M032.17,M32.17,Fissidens adianthoides,15,15,
M032.17,M32.17,Fissidens adianthoides,16,16,
M032.17,M32.17,Fissidens adianthoides,17,17,
M032.17,M32.17,Fissidens adianthoides,18,18,
M032.17,M32.17,Fissidens adianthoides,19,19,
M032.17,M32.17,Fissidens adianthoides,20,20,
M032.17,M32.17,Fissidens adianthoides,21,21,Bracketed
M032.17,M32.17,Fissidens adianthoides,22,22,
M032.17,M32.17,Fissidens adianthoides,23,23,
M032.17,M32.17,Fissidens adianthoides,24,24,
M032.17,M32.17,Fissidens adianthoides,25,25,
M032.17,M32.17,Fissidens adianthoides,26,26,
M032.17,M32.17,Fissidens adianthoides,27,27,
M032.17,M32.17,Fissidens adianthoides,28,28,
M032.17,M32.17,Fissidens adianthoides,29,29,
M032.17,M32.17,Fissidens adianthoides,30,30,
M032.17,M32.17,Fissidens adianthoides,31,31,
M032.17,M32.17,Fissidens adianthoides,32,32,
M032.17,M32.17,Fissidens adianthoides,33,33,
M032.17,M32.17,Fissidens adianthoides,34,34,
M032.17,M32.17,Fissidens adianthoides,35,35,
M032.17,M32.17,Fissidens adianthoides,36,36,
M032.17,M32.17,Fissidens adianthoides,37,37,
M032.17,M32.17,Fissidens adianthoides,38,38,
M032.17,M32.17,Fissidens adianthoides,39,39,
M032.17,M32.17,Fissidens adianthoides,40,40,
M032.17,M32.17,Fissidens adianthoides,41,41,
M032.17,M32.17,Fissidens adianthoides,42,42,
M032.17,M32.17,Fissidens adianthoides,43,43,
M032.17,M32.17,Fissidens adianthoides,44,44,
M032.17,M32.17,Fissidens adianthoides,45,45,
M032.17,M32.17,Fissidens adianthoides,46,46,
M032.17,M32.17,Fissidens adianthoides,47,47,
M032.17,M32.17,Fissidens adianthoides,48,48,
M032.17,M32.17,Fissidens adianthoides,49,49,
M032.17,M32.17,Fissidens adianthoides,50,50,
M032.17,M32.17,Fissidens adianthoides,51,51,
M032.17,M32.17,Fissidens adianthoides,52,52,
M032.17,M32.17,Fissidens adianthoides,53,53,
M032.17,M32.17,Fissidens adianthoides,54,54,
M032.17,M32.17,Fissidens adianthoides,55,55,
M032.17,M32.17,Fissidens adianthoides,56,56,
M032.17,M32.17,Fissidens adianthoides,57,57,
M032.17,M32.17,Fissidens adianthoides,58,58,
M032.17,M32.17,Fissidens adianthoides,59,59,
M032.17,M32.17,Fissidens adianthoides,60,60,
M032.17,M32.17,Fissidens adianthoides,61,61,
M032.17,M32.17,Fissidens adianthoides,62,62,
M032.17,M32.17,Fissidens adianthoides,63,63,
M032.17,M32.17,Fissidens adianthoides,64,64,
M032.17,M32.17,Fissidens adianthoides,65,65,
M032.17,M32.17,Fissidens adianthoides,66,66,
M032.17,M32.17,Fissidens adianthoides,67,67,
M032.17,M32.17,Fissidens adianthoides,68,68,
M032.17,M32.17,Fissidens adianthoides,69,69,
M032.17,M32.17,Fissidens adianthoides,70,70,
M032.17,M32.17,Fissidens adianthoides,71,71,
M032.17,M32.17,Fissidens adianthoides,72,72,
M032.17,M32.17,Fissidens adianthoides,73,73,
M032.17,M32.17,Fissidens adianthoides,74,74,
M032.17,M32.17,Fissidens adianthoides,75,75,
M032.17,M32.17,Fissidens adianthoides,76,76,
M032.17,M32.17,Fissidens adianthoides,77,77,
M032.17,M32.17,Fissidens adianthoides,78,78,
M032.17,M32.17,Fissidens adianthoides,79,79,
M032.17,M32.17,Fissidens adianthoides,80,80,
M032.17,M32.17,Fissidens adianthoides,81,81,
M032.17,M32.17,Fissidens adianthoides,82,82,
M032.17,M32.17,Fissidens adianthoides,83,83,
M032.17,M32.17,Fissidens adianthoides,84,84,
M032.17,M32.17,Fissidens adianthoides,85,85,
M032.17,M32.17,Fissidens adianthoides,86,86,
M032.17,M32.17,Fissidens adianthoides,87,87,
M032.17,M32.17,Fissidens adianthoides,88,88,
M032.17,M32.17,Fissidens adianthoides,89,89,
M032.17,M32.17,Fissidens adianthoides,90,90,
M032.17,M32.17,Fissidens adianthoides,91,91,
M032.17,M32.17,Fissidens adianthoides,92,92,
M032.17,M32.17,Fissidens adianthoides,93,93,
M032.17,M32.17,Fissidens adianthoides,94,94,
M032.17,M32.17,Fissidens adianthoides,95,95,
M032.17,M32.17,Fissidens adianthoides,96,96,
M032.17,M32.17,Fissidens adianthoides,97,97,
M032.17,M32.17,Fissidens adianthoides,98,98,
M032.17,M32.17,Fissidens adianthoides,99,99,
M032.17,M32.17,Fissidens adianthoides,100,100,
M032.17,M32.17,Fissidens adianthoides,101,101,
M032.17,M32.17,Fissidens adianthoides,102,102,
M032.17,M32.17,Fissidens adianthoides,103,103,
M032.17,M32.17,Fissidens adianthoides,104,104,
M032.17,M32.17,Fissidens adianthoides,105,105,
M032.17,M32.17,Fissidens adianthoides,106,106,
M032.17,M32.17,Fissidens adianthoides,107,107,
M032.17,M32.17,Fissidens adianthoides,108,108,
M032.17,M32.17,Fissidens adianthoides,109,109,
M032.17,M32.17,Fissidens adianthoides,110,110,
M032.17,M32.17,Fissidens adianthoides,111,111,
M032.17,M32.17,Fissidens adianthoides,112,112,
M032.17,M32.17,Fissidens adianthoides,201,H1,
M032.17,M32.17,Fissidens adianthoides,202,H2,
M032.17,M32.17,Fissidens adianthoides,203,H3,
M032.17,M32.17,Fissidens adianthoides,204,H4,
M032.17,M32.17,Fissidens adianthoides,205,H5,
M032.17,M32.17,Fissidens adianthoides,206,H6,
M032.17,M32.17,Fissidens adianthoides,207,H7,
M032.17,M32.17,Fissidens adianthoides,208,H8,
M032.17,M32.17,Fissidens adianthoides,209,H9,
M032.17,M32.17,Fissidens adianthoides,210,H10,
M032.17,M32.17,Fissidens adianthoides,211,H11,
M032.17,M32.17,Fissidens adianthoides,212,H12,
M032.17,M32.17,Fissidens adianthoides,213,H13,
M032.17,M32.17,Fissidens adianthoides,214,H14,
M032.17,M32.17,Fissidens adianthoides,215,H15,
M032.17,M32.17,Fissidens adianthoides,216,H16,
M032.17,M32.17,Fissidens adianthoides,217,H17,
M032.17,M32.17,Fissidens adianthoides,218,H18,
M032.17,M32.17,Fissidens adianthoides,219,H19,
M032.17,M32.17,Fissidens adianthoides,220,H20,
M032.17,M32.17,Fissidens adianthoides,221,H21,
M032.17,M32.17,Fissidens adianthoides,222,H22,
M032.17,M32.17,Fissidens adianthoides,223,H23,
M032.17,M32.17,Fissidens adianthoides,224,H24,
M032.17,M32.17,Fissidens adianthoides,225,H25,
M032.17,M32.17,Fissidens adianthoides,226,H26,
M032.17,M32.17,Fissidens adianthoides,227,H27,
M032.17,M32.17,Fissidens adianthoides,228,H28,
M032.17,M32.17,Fissidens adianthoides,229,H29,
M032.17,M32.17,Fissidens adianthoides,230,H30,
M032.17,M32.17,Fissidens adianthoides,231,H31,
M032.17,M32.17,Fissidens adianthoides,232,H32,
M032.17,M32.17,Fissidens adianthoides,233,H33,
M032.17,M32.17,Fissidens adianthoides,234,H34,
M032.17,M32.17,Fissidens adianthoides,235,H35,
M032.17,M32.17,Fissidens adianthoides,236,H36,
M032.17,M32.17,Fissidens adianthoides,237,H37,
M032.17,M32.17,Fissidens adianthoides,238,H38,
M032.17,M32.17,Fissidens adianthoides,239,H39,
M032.17,M32.17,Fissidens adianthoides,240,H40,
M032.17,M32.17,Fissidens adianthoides,300,C,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,1,1,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,2,2,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,3,3,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,4,4,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,5,5,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,6,6,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,7,7,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,8,8,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,9,9,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,10,10,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,11,11,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,12,12,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,13,13,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,14,14,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,15,15,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,16,16,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,17,17,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,18,18,
